"","Age_Categories","Sex_of_driver","Educational_level","Vehicle_driver_relation","Driving_experience","Lanes_or_Medians","Types_of_Junction","Road_surface_type","Light_conditions","Weather_conditions","Type_of_collision","Vehicle_movement","Pedestrian_movement","Cause_of_accident","Accident_severity"
"12018","31-50","Male","Junior high school","Unknown","5-10yr","Undivided Two way","No junction","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No distancing",1
"12019","Over 51","Male","Elementary school","Employee","5-10yr","Undivided Two way","No junction","Asphalt roads","Darkness - no lighting","Cloudy","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No priority to pedestrian",2
"12020","31-50","Male","Junior high school","Employee","5-10yr","Undivided Two way","No junction","Asphalt roads","Darkness - no lighting","Cloudy","Vehicle with vehicle collision","Unknown","Not a Pedestrian","Moving Backward",2
"12021","18-30","Female","Junior high school","Employee","Above 10yr","One way","No junction","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Other","Not a Pedestrian","No priority to pedestrian",2
"12022","31-50","Male","Junior high school","Employee","2-5yr","Undivided Two way","No junction","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Getting off","Not a Pedestrian","No distancing",2
"12023","18-30","Male","Junior high school","Owner","Above 10yr","Undivided Two way","No junction","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Crossing from driver's nearside","No priority to pedestrian",2
"12024","31-50","Male","Junior high school","Employee","2-5yr","Double carriageway (median)","No junction","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Driving carelessly",2
"12025","31-50","Male","Elementary school","Other","5-10yr","Two-way (divided with solid lines road marking)","No junction","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Getting off the vehicle improperly",1
"12026","Under 18","Male","Elementary school","Employee","5-10yr","other","No junction","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Other","Not a Pedestrian","Driving carelessly",1
"12027","18-30","Male","Junior high school","Unknown","5-10yr","Undivided Two way","No junction","Asphalt roads","Daylight","Normal","Collision with roadside objects","Going straight","Not a Pedestrian","Changing lane to the left",1
"12028","18-30","Male","Junior high school","Employee","5-10yr","other","No junction","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Moving Backward","Not a Pedestrian","No priority to vehicle",1
"12029","18-30","Male","Elementary school","Employee","Above 10yr","other","No junction","Asphalt roads","Darkness - lights lit","Normal","Collision with pedestrians","Other","Not a Pedestrian","Changing lane to the right",2
"12030","18-30","Male","Junior high school","Unknown","Below 1yr","other","Y Shape","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight"," or other","Changing lane to the right",2
"12031","31-50","Male","Junior high school","Employee","5-10yr","other","Y Shape","Asphalt roads","Daylight","Normal","Collision with roadside objects","Going straight","Not a Pedestrian","No distancing",2
"12032","31-50","Male","Elementary school","Employee","1-2yr","One way","Y Shape","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No distancing",1
"12033","18-30","Male","Junior high school","Unknown","5-10yr","Two-way (divided with broken lines road marking)","Y Shape","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Unknown","Not a Pedestrian","Changing lane to the left",1
"12034","18-30","Male","Junior high school","Employee","Above 10yr","other","Y Shape","Asphalt roads","Darkness - lights lit","Other","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Changing lane to the right",2
"12035","Over 51","Male","High school","Owner","2-5yr","Undivided Two way","No junction","Asphalt roads","Darkness - lights lit","Other","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No priority to vehicle",2
"12036","31-50","Male","Junior high school","Employee","1-2yr","Two-way (divided with broken lines road marking)","No junction","Asphalt roads","Darkness - lights lit","Other","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Changing lane to the left",2
"12037","18-30","Male","Junior high school","Employee","1-2yr","Two-way (divided with broken lines road marking)","No junction","Asphalt roads","Darkness - lights lit","Other","Rollover","Going straight","Not a Pedestrian","No priority to vehicle",2
"12038","31-50","Male","Above high school","Owner","2-5yr","Two-way (divided with broken lines road marking)","No junction","Asphalt roads","Daylight","Normal","Collision with roadside objects","Going straight","Crossing from driver's nearside","Moving Backward",1
"12039","18-30","Male","Junior high school","Unknown","5-10yr","Two-way (divided with broken lines road marking)","Crossing","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Turnover",1
"12040","31-50","Male","Elementary school","Owner","2-5yr","Undivided Two way","Crossing","Asphalt roads","Daylight","Raining","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No distancing",2
"12041","18-30","Male","Junior high school","Employee","1-2yr","Two-way (divided with broken lines road marking)","Y Shape","Asphalt roads","Daylight","Normal","Collision with roadside objects","Going straight","Not a Pedestrian","No distancing",1
"12042","Over 51","Male","Junior high school","Owner","5-10yr","Two-way (divided with broken lines road marking)","Y Shape","Asphalt roads","Darkness - lights unlit","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No distancing",2
"12043","18-30","Male","Junior high school","Employee","Below 1yr","Two-way (divided with broken lines road marking)","Y Shape","Asphalt roads","Darkness - lights unlit","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Changing lane to the left",2
"12044","Over 51","Male","Junior high school","Employee","2-5yr","Two-way (divided with broken lines road marking)","No junction","Asphalt roads","Daylight","Other","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No priority to vehicle",2
"12045","31-50","Male","Junior high school","Employee","5-10yr","Two-way (divided with broken lines road marking)","No junction","Asphalt roads","Daylight","Other","Vehicle with vehicle collision","Unknown","Not a Pedestrian","Driving at high speed",2
"12046","31-50","Male","Junior high school","Employee","Above 10yr","Undivided Two way","No junction","Asphalt roads","Daylight","Other","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Overtaking",2
"12047","31-50","Male","Elementary school","Employee","2-5yr","Two-way (divided with broken lines road marking)","Y Shape","Asphalt roads","Darkness - lights lit","Other","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Other",2
"12048","31-50","Male","Elementary school","Owner","Above 10yr","Undivided Two way","Y Shape","Asphalt roads","Darkness - lights lit","Windy","Collision with pedestrians","Going straight","Not a Pedestrian","Changing lane to the left",2
"12049","Under 18","Male","Junior high school","Employee","1-2yr","Undivided Two way","Y Shape","Asphalt roads","Darkness - lights lit","Windy","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No priority to pedestrian",2
"12050","18-30","Male","Junior high school","Employee","5-10yr","Undivided Two way","Y Shape","Asphalt roads","Daylight","Normal","Collision with roadside objects","Turnover","Not a Pedestrian","Changing lane to the left",0
"12051","18-30","Male","Junior high school","Employee","2-5yr","Undivided Two way","Y Shape","Asphalt roads","Darkness - lights lit","Raining","Vehicle with vehicle collision","Moving Backward","Not a Pedestrian","No distancing",1
"12052","18-30","Male","Junior high school","Employee","2-5yr","Undivided Two way","No junction","Asphalt roads","Darkness - lights lit","Raining","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Moving Backward",1
"12053","18-30","Male","Junior high school","Employee","2-5yr","Two-way (divided with broken lines road marking)","No junction","Asphalt roads","Daylight","Unknown","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Changing lane to the left",2
"12054","18-30","Male","Junior high school","Employee","2-5yr","Two-way (divided with broken lines road marking)","Crossing","Asphalt roads","Daylight","Unknown","Vehicle with vehicle collision","Moving Backward","Not a Pedestrian","Other",2
"12055","Under 18","Male","Junior high school","Employee","Above 10yr","Two-way (divided with broken lines road marking)","Crossing","Asphalt roads","Darkness - lights lit","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No distancing",2
"12056","18-30","Male","Junior high school","Employee","Above 10yr","Undivided Two way","Y Shape","Asphalt roads with some distress","Darkness - lights lit","Unknown","Vehicle with vehicle collision","Moving Backward","Not a Pedestrian","Moving Backward",1
"12057","31-50","Male","Elementary school","Employee","5-10yr","Two-way (divided with broken lines road marking)","Y Shape","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No distancing",2
"12058","31-50","Female","Junior high school","Employee","5-10yr","Two-way (divided with broken lines road marking)","No junction","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Changing lane to the left",2
"12059","18-30","Male","Junior high school","Employee","2-5yr","Undivided Two way","No junction","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Going straight","Not a Pedestrian","Changing lane to the left",2
"12060","18-30","Male","Elementary school","Employee","5-10yr","other","No junction","Asphalt roads","Daylight","Normal","Collision with roadside objects","Other","Not a Pedestrian","No priority to pedestrian",2
"12061","18-30","Male","Junior high school","Employee","5-10yr","other","No junction","Gravel roads","Daylight","Normal","Vehicle with vehicle collision","Other","Not a Pedestrian","Changing lane to the left",2
"12062","31-50","Male","Junior high school","Employee","Above 10yr","Two-way (divided with broken lines road marking)","Crossing","Asphalt roads","Daylight","Normal","Collision with roadside objects","Going straight","Not a Pedestrian","Driving carelessly",2
"12063","31-50","Male","Junior high school","Employee","5-10yr","Two-way (divided with broken lines road marking)","Crossing","Asphalt roads","Daylight","Normal","Vehicle with vehicle collision","Reversing","Not a Pedestrian","Driving carelessly",2
"12064","Under 18","Male","Junior high school","Employee","Above 10yr","other","Y Shape","Asphalt roads","Darkness - lights lit","Raining","Vehicle with vehicle collision","Going straight","Not a Pedestrian","No priority to pedestrian",2
"12065","Under 18","Male","Elementary school","Employee","Below 1yr","Undivided Two way","Y Shape","Asphalt roads","Darkness - lights lit","Raining","Unknown","Going straight","Not a Pedestrian","Getting off the vehicle improperly",2
